0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.561792499,8.194977232,7.112326174,6.241307804,5.930003438,5.207324249,0,-0.18070889,0.877498516,1.585600107,0,1.310602498,6.985537771,5.83775221,4.088306925,3.6398401,0,0.28735752,2.687399516,4.06945436,4.241012537,3.316218671,0,1.041069845,2.644834531,0,7.152262821,6.567354084,5.248959392,4.766966731,7.126601861,5.656834438,5.654591086,6.743060476,6.401119232,6.048341115
18.20930624,17.53543792,17.01003544,16.51319356,16.06193516,15.56497964,0,15.94455264,16.53601843,16.20107478,0,15.12880849,15.46892559,15.28408689,14.04662823,13.84102482,0,14.69935265,15.12065614,15.90650736,13.96730295,12.42263567,0,11.98919695,13.36603992,0,15.02929531,14.5290529,13.1112499,13.18507133,14.46640878,12.86686395,14.5730315,15.3140341,14.76995206,14.30066244
26.02996266,25.26696185,24.65373595,24.07119607,23.5446175,22.9644429,0,23.58825315,24.09488708,23.68367225,0,22.45518584,23.36057554,23.12092688,22.59677856,23.17920573,0,21.95385601,22.01673008,23.03310999,22.62260921,19.47103131,0,21.46028082,21.51872993,0,22.76965855,21.36626416,19.78398882,20.16312243,22.56674562,19.16542088,21.53903201,22.48608409,21.82005769,21.27707136
33.10282414,32.25915645,31.5664113,30.90621809,30.31129747,29.65511908,0,30.5009285,30.93075987,30.45044015,0,29.07898313,30.328653,29.96173184,29.35788199,29.87768763,0,28.51145755,29.83215531,30.58563535,29.96049177,28.3756338,0,27.95236849,28.18529523,0,29.63701303,29.03972179,26.34815267,27.35377104,29.41181926,27.63784142,27.9872403,28.88316855,28.17221062,27.65838749
39.49939329,38.58277191,37.81811097,37.08768946,36.43096151,35.70604658,0,36.75262817,37.11300067,36.57018371,0,35.06942648,36.153785,35.19926956,35.37755583,35.92529514,0,34.44203451,35.11627764,36.16653543,35.64022246,34.25296365,0,33.82369547,34.49605295,0,36.23030781,35.57194486,33.93388255,33.35520533,35.73921753,33.90383197,35.53738082,36.14439539,35.39902988,34.68037619
45.28433576,44.30173638,43.47203609,42.67810137,41.96547597,41.17839694,0,42.40655329,42.70410843,42.1047701,0,40.48707607,41.98608453,41.70917865,40.99900872,41.41402594,0,39.80554201,41.32454652,41.70934639,41.09577159,39.75244851,0,39.13361835,39.99015974,0,41.3366815,40.65055062,38.94167468,38.52012257,41.20228451,39.31325329,40.10724424,41.04115978,40.25911519,39.52590057
50.51613404,49.47386534,48.58534462,47.7339697,46.97079165,46.12749252,0,47.51986183,47.76060608,47.11015082,0,45.38670125,47.16240925,46.7715304,46.00042051,46.36892007,0,44.65620205,46.44220702,46.75554659,46.08521388,44.66159135,0,43.93581742,45.69319536,0,46.35354626,45.59112002,43.81403085,43.22409714,46.5325043,44.58136461,45.58317758,45.9089827,45.07284074,44.27359682
55.24767862,54.15144605,53.2097292,52.30640638,51.49750942,50.60336585,0,52.14424641,52.33361191,51.63692742,0,49.81783443,51.77717345,51.34316265,50.52293939,50.84996317,0,49.04305204,51.05575264,51.7177306,50.92956694,49.13784108,0,48.27884018,49.71467653,0,51.02342634,50.17973447,48.34389875,47.61659282,50.91493959,48.93113045,50.15927012,50.3804306,49.50573348,48.65744088
59.52680273,58.38176621,57.39193973,56.44163616,55.59139184,54.65126546,0,56.32645693,56.46935641,55.73086303,0,53.82527185,55.92719328,55.47531348,54.61278872,54.90251202,0,53.01044054,55.12726066,55.47108509,54.70512823,53.08074504,0,52.20659212,54.29364919,0,54.97795061,54.10150258,52.23601412,51.51795502,55.17479859,53.14078765,54.1074468,54.36150528,53.43877014,52.54920168
