0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.04,-0.04,-0.04,-0.04,-0.04,0,-1,-0.04,-0.04,0,-0.04,1,-0.04,-1,-0.04,0,-0.04,-0.04,1,-0.04,-1,0,-0.04,-0.04,0,1,-0.04,-1,-0.04,1,-1,-0.04,1,-0.04,-0.04
1.99,0.64904,-0.0796,-0.0796,-0.0796,-0.0796,0,-1.0396,-0.17464,-0.0796,0,-0.0796,1.88704,0.752,-1.0396,-0.17464,0,-0.0796,0.84704,1.78408,0.752,-1.0396,0,-0.0796,0.74408,0,1.78408,0.752,-1.0396,-0.0796,1.88704,-0.406,0.84704,1.78408,0.64904,-0.0796
2.9701,1.49741456,0.44886992,-0.118804,-0.118804,-0.118804,0,-0.52462576,-0.213844,-0.12821296,0,-0.118804,2.7652096,1.5282392,-0.34725736,-0.22325296,0,-0.118804,1.71501656,2.57129632,1.44669488,-0.34725736,0,-0.118804,1.60186352,0,2.57129632,1.44669488,-0.41939272,-0.118804,2.75501656,0.41414768,1.63347224,2.56110328,1.33432592,0.45827888
3.940399,2.408625291,1.169219898,0.291050298,-0.15761596,-0.15761596,0,0.13725694,0.250873943,-0.167956407,0,-0.15761596,3.633588393,2.352666389,0.332417684,-0.198025186,0,-0.15761596,2.574390978,3.349476118,2.216646542,0.266903095,0,-0.15761596,2.459142092,0,3.34140323,2.215637432,0.236360732,0.269675398,3.613304243,1.263974356,2.404665885,3.322205816,2.078972185,1.050394142
4.90099501,3.332838349,2.008220521,0.898208454,0.159303876,-0.1960398,0,0.946056188,0.882982912,0.198720672,0,-0.1960398,4.492391965,3.18298858,1.107596308,0.233070527,0,-0.1960398,3.42426485,4.1270978,2.976493356,1.00065626,0,0.142374955,3.308647095,0,4.103901289,2.961713141,0.984002804,0.842009737,4.462909148,2.112003883,3.160047848,4.075067175,2.820404965,1.737232855
5.85198506,4.265198607,2.885837112,1.659106636,0.702923263,0.047352789,0,1.820682843,1.663843562,0.77846975,0,-0.234079402,5.341723461,4.020216681,1.903015106,0.955954592,0,0.033945084,4.265559339,4.90233652,3.74459972,1.739414619,0,0.655061953,4.14973617,0,4.8578074,3.712786441,1.722313176,1.516663662,5.304008113,2.952800814,3.906584167,4.819518031,3.564089572,2.449105749
6.793465209,5.197274431,3.788455684,2.486903055,1.413191262,0.49822929,0,2.723005411,2.5028991,1.536655162,0,-0.048844313,6.181765978,4.856223898,2.719447496,1.716458516,0,0.485530193,5.098266671,5.675656271,4.511971952,2.483444281,0,1.290899887,4.982422187,0,5.604850666,4.456717793,2.463880733,2.22035046,6.13669511,3.785428987,4.644733046,5.556654981,4.300412153,3.175370112
7.725530557,6.12453215,4.699085473,3.358789165,2.209439089,1.123736592,0,3.633605896,3.382163298,2.358428882,0,0.344926423,7.012681887,5.687426161,3.540601561,2.511792262,0,1.078527689,5.922577026,6.44653339,5.279225284,3.222266699,0,1.974115742,5.80678212,0,6.345555522,5.195011554,3.199385488,2.938632017,6.961055139,4.609777466,5.375579532,6.286440119,5.03053574,3.900102762
8.648275252,7.044675868,5.610673091,4.247680281,3.057629958,1.855273397,0,4.545190613,4.274887138,3.219860893,0,0.918294813,7.834634687,6.511977844,4.361918989,3.316645299,0,1.73704815,6.738585986,7.214632874,6.044383996,3.956096857,0,2.678271474,6.62289853,0,7.08050565,5.927041948,3.929211352,3.65654512,7.777171559,5.425891609,6.099252945,7.009065986,5.753622776,4.621219049
